0	3552.000000	3539.000000	3539.000000	3578.000000	3541.000000	3471.000000	3555.000000	3533.000000	
1	3552.000000	3539.000000	3539.000000	3578.000000	3541.000000	3471.000000	3555.000000	3533.000000	
2	3540.538818	3532.314209	3542.820313	3560.808105	3541.000000	3473.865234	3561.685791	3542.551025	
3	3545.678467	3543.356689	3538.268066	3577.981445	3544.785645	3475.892822	3550.643311	3543.000000	
4	3542.257080	3534.642334	3533.321289	3554.670410	3545.000000	3472.257080	3547.192627	3536.449707	
5	3552.140869	3541.375244	3527.468506	3567.750488	3543.156250	3480.297119	3556.218994	3536.000000	
6	3550.271484	3536.542969	3529.728516	3565.361816	3542.090576	3473.723877	3547.904785	3533.271484	
7	3549.096680	3532.386963	3541.742188	3567.709717	3541.096680	3477.516357	3550.613037	3531.193604	
8	3539.116455	3525.710449	3531.319336	3568.898438	3552.680664	3455.537109	3567.173340	3549.868896	
9	3538.890625	3538.360840	3530.890625	3567.218506	3553.109375	3494.863525	3557.420654	3541.311523	
10	3551.309326	3532.086914	3531.000000	3569.637695	3553.879150	3486.811279	3557.758545	3535.603760	
11	3539.953613	3526.651123	3535.348877	3562.172119	3554.869873	3487.609375	3556.260498	3535.000000	
12	3535.417725	3531.164551	3534.278564	3567.025391	3546.392334	3481.113770	3563.747070	3537.582275	
13	3544.303711	3515.930176	3540.766357	3568.845703	3556.840820	3486.766357	3558.233643	3527.850586	
14	3543.488281	3537.281006	3544.511719	3564.813721	3548.115479	3479.627197	3554.488281	3526.837158	
15	3553.910400	3524.375244	3540.803711	3561.482178	3553.553467	3478.839355	3556.517822	3536.231934	
16	3533.355225	3541.128662	3525.742188	3559.322510	3553.322510	3482.354736	3547.774414	3523.742188	
17	3539.822510	3542.502441	3537.985107	3573.985107	3551.334961	3480.502441	3554.324951	3549.304932	
18	3544.487061	3539.512939	3539.342041	3566.223145	3557.632080	3483.315918	3546.052002	3539.249023	
19	3537.534180	3540.658936	3537.341064	3562.341064	3557.341064	3491.465820	3547.318115	3532.681885	
20	3542.611572	3533.562012	3533.694092	3571.091064	3544.603271	3473.165283	3552.958740	3536.958740	
21	3545.630859	3536.892334	3537.076904	3571.369141	3554.230957	3485.307861	3559.707764	3535.553711	
22	3544.380615	3532.332275	3528.283691	3562.903076	3539.996582	3482.522461	3561.809570	3532.571045	
23	3542.372070	3536.697266	3532.511230	3563.441650	3536.000000	3485.883545	3557.930420	3534.441650	
24	3548.557373	3536.360596	3533.180420	3563.180420	3555.672119	3479.622803	3552.082031	3535.819580	
25	3542.632080	3540.911865	3543.642334	3558.088135	3541.989746	3468.994873	3556.730469	3538.456055	
26	3542.630859	3524.061035	3536.215088	3561.077148	3546.969482	3483.308105	3553.107666	3545.523193	
27	3545.441895	3532.209961	3533.186035	3564.441895	3544.115967	3473.975830	3556.884033	3536.417969	
28	3548.462158	3526.793213	3534.641357	3569.924072	3545.462158	3480.027588	3551.434570	3538.103516	
29	3539.946777	3528.291992	3529.238770	3572.645996	3558.345215	3481.177002	3548.354004	3538.177002	
30	3546.143311	3526.556885	3538.586426	3573.000000	3539.012939	3479.371338	3543.928223	3542.885986	
31	3544.014893	3541.940918	3544.985107	3563.435547	3541.173340	3473.420654	3558.143799	3540.811768	
32	3539.926025	3528.324463	3530.629883	3564.073975	3537.620361	3482.759033	3553.546387	3528.472412	
33	3545.669678	3533.375000	3528.964355	3574.634033	3550.821533	3479.330322	3559.151855	3545.750000	
34	3545.827393	3550.035889	3538.690674	3576.551514	3550.206299	3479.172607	3562.000000	3541.412598	
35	3539.254883	3542.791748	3533.382324	3565.946045	3540.818604	3481.436279	3555.536865	3531.973145	
36	3542.705078	3539.426270	3529.286865	3566.991943	3554.401855	3475.581787	3560.131104	3534.991943	
